[85/15000][epoch 10] Loss_D: -21.612206; Loss_G: 0.161472; Batch time: 1.114765s; Full time: 0.029256h
[86/15000][epoch 10] Loss_D: -20.708588; Loss_G: -1.431851; Batch time: 1.134290s; Full time: 0.029571h
[87/15000][epoch 10] Loss_D: -19.732861; Loss_G: -1.716486; Batch time: 1.142077s; Full time: 0.029888h
[88/15000][epoch 10] Loss_D: -19.594193; Loss_G: 5.564585; Batch time: 1.138781s; Full time: 0.030204h
[89/15000][epoch 10] Loss_D: -19.405378; Loss_G: 2.344063; Batch time: 1.123662s; Full time: 0.030517h
[90/15000][epoch 10] Loss_D: -20.219198; Loss_G: -5.782779; Batch time: 1.120684s; Full time: 0.030903h
[91/15000][epoch 10] Loss_D: -19.249319; Loss_G: 0.071512; Batch time: 1.128006s; Full time: 0.031217h
[92/15000][epoch 11] Loss_D: -19.793364; Loss_G: 0.806834; Batch time: 1.162269s; Full time: 0.031539h
[93/15000][epoch 11] Loss_D: -20.654505; Loss_G: -4.055721; Batch time: 1.110232s; Full time: 0.031848h
[94/15000][epoch 11] Loss_D: -20.777489; Loss_G: 3.034291; Batch time: 1.120461s; Full time: 0.032159h
[95/15000][epoch 11] Loss_D: -19.706940; Loss_G: -3.378958; Batch time: 1.128466s; Full time: 0.032473h
[96/15000][epoch 11] Loss_D: -20.121864; Loss_G: -8.191066; Batch time: 1.127163s; Full time: 0.032786h
[97/15000][epoch 11] Loss_D: -20.910366; Loss_G: 0.588865; Batch time: 1.130676s; Full time: 0.033100h
[98/15000][epoch 11] Loss_D: -19.847672; Loss_G: -2.227104; Batch time: 1.119064s; Full time: 0.033411h
[99/15000][epoch 11] Loss_D: -19.824776; Loss_G: -10.701798; Batch time: 1.123887s; Full time: 0.033723h
[100/15000][epoch 12] Loss_D: -21.055626; Loss_G: 2.499852; Batch time: 1.158684s; Full time: 0.034137h
[101/15000][epoch 12] Loss_D: -20.363525; Loss_G: -0.184108; Batch time: 1.125710s; Full time: 0.034450h
